sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89
277A,143688,-0.0897624903557159,0.0643096829129906,0.018734923128050893,-0.01993490517209243,-0.028465711886891173,0.0037237076136126895,0.04971492573370212,-0.021367814613731287,-0.0020668999294432655,-0.020580694491902186,-0.011230928830831535,0.035694442474844566,-0.0029538911511778373,-0.024673753511900067,0.02565654895414751,-0.009788043953689858,0.0037683638113905293,0.0018542494623607056,0.005389639911031694,-0.00999830117416837,-0.010117158170359323,0.0018386741819341435,0.00854561101221199,-0.006698100547640104,0.008682096673353871,0.00599380666694509,-0.006633572931007293,-0.0019993726297675703,0.0024910413057198386,0.004791508667164636,0.00017948557254808715,-0.0008355949815209153,0.001351905638421115,0.00026033277410248063,0.00013532795804141516,-0.000299256087442927,0.0003667440643353372,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277B,143689,-0.06719742080247706,0.047143567477031516,0.0008166333026969206,-0.007152360120173305,0.019033063250551395,-0.007901082591374398,0.0038086433951929244,-0.003972007421303856,-0.015911185193107188,-0.014904778716302249,-0.01055671387257146,0.0003280305803458808,-0.0012970170958591855,0.020333495195947786,-0.007017672333131556,0.004450435650139743,-0.021309691652830268,0.009335499749262975,0.0012303731040336635,-0.01557328066825433,0.0032690706764009862,0.004959105201022593,0.012550301618084462,0.0033348003869743655,-0.008629153472630895,0.0019771385590632517,0.002604281035642273,0.006325335590210206,-0.0006690630470793116,0.0009889565093135482,0.0013981437539530854,0.002605049775032276,-0.0013795798424828182,-0.0026797304743309326,-0.0010501734780095943,0.0017716791360227208,-0.0005959830204911337,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277C,143690,-0.06073008961466508,0.04143478272326882,-0.08161666440325001,-0.0499375936966199,0.03914276445836665,0.05065629494053382,-0.011858592088639205,0.013914335249305531,-0.019281414533824048,0.040899427965132476,0.0027543582171996144,0.011131110703055952,-0.0007858435945601415,0.00802290272217381,-0.01258666367558981,-0.003067499292540107,-0.024918841054705654,0.007832288768069717,-0.00938925590818324,-0.006987968169965844,0.011966144353488948,0.007057748849965292,0.014115721715833725,-0.009142181168429558,0.0044295203798284995,0.0013614744359958153,-0.0003203127756107691,-0.002636491662169351,-0.0007198723182154896,0.0036270334815525235,-4.181052764049049e-05,0.0003577948236653291,0.0010191382573773783,0.0014281438836010816,-0.0002393415047976056,0.000529415849725327,0.0005258714703765849,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315A,143694,-0.1004179755754639,-0.14222319725848065,0.018376932847750736,-0.0579600518957315,-0.00492484334346236,-0.014948705476707133,0.03492802283248462,0.02037042718404585,-0.036538422180811055,0.03228275552302004,0.004625381418892893,-0.001958913220945539,0.003598051379669103,-0.005351364960337404,-0.006069077772114528,0.012388687203880927,-0.003471770364613177,0.005678925637215264,0.019715071115522863,0.010726404850366017,-0.0002451232235938575,0.006844350163120487,-0.007501030432355664,-0.0049317095485102574,0.004291460742204979,-0.0006740280080759146,-0.0026448943448372027,0.002412752250691311,-0.007288685127464507,0.0006791666174282839,-0.0015894412253505794,0.00042174343008058923,-0.0006443955475008381,7.549986038614289e-06,-0.00015326504506295177,0.0007436977792275993,0.0004796212388976924,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315B,143695,-0.08241393368694042,0.0472473954876006,0.01268247148372017,-0.00185011546660282,-0.025487585270416103,0.021348737687451637,0.032221587592580016,-0.02386619549238806,-0.006890408083571131,-0.01075261147808313,0.002304397893991325,-0.013564021133613286,0.018260377926655694,-0.0031627642834708833,-0.006378201383893435,0.008365429477751082,-0.005112225020334727,-0.007303404778707879,-0.016224242572685094,0.005699805636161043,-0.006597682488762163,0.009893924432470799,-0.0013906311682331599,0.0017811143793890537,-0.0076138415571664194,0.010223762005030581,0.008586709663129955,-0.005531689447196788,-0.004401851366495022,0.004247328858217312,-0.004861232259523281,0.002175158162265896,0.003156827197328527,0.00042802307637694695,0.0012626173965451092,-0.003519494953819949,-0.0016796561917714174,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315C,143696,-0.07897568817216638,0.05427846608239703,0.008151522539532267,0.011127616804208408,0.028905020932722448,-0.01805869632918018,0.013022912444012125,-0.007753936008871684,-0.01768745672432695,-0.006642766685254185,0.01386186799918147,-0.0004203641737581806,-0.007901895983885042,-0.005548601035091091,0.011069408194301075,-0.02377434362878062,-0.011446879866432561,0.0011712131802777694,-0.003670397954737821,-0.003311912419355195,-0.0002621477096344306,-0.0038127090904807944,-0.012496111733662042,0.0007969555544583617,0.010417632727080035,0.004366574823388241,0.0027842874912935313,-0.004641502144528323,-0.002453749914163389,-0.0011465400430895397,-0.007961016142147259,0.00025252496299545926,0.0005987805962550729,-0.0023153624792819866,-0.0006072402018744827,-0.00040898236184370627,0.0011767286896660156,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353A,143709,-0.05319806816111877,0.06936041678296026,-0.003482397705352819,-0.002907660315886138,0.0008422091039751689,-0.005930845023915443,-0.0023126568723560374,0.015856105856047645,0.04119070825642527,-0.005291983265652074,-0.002604656304199422,0.009512173857827627,-0.0195394455805338,0.027862642137005116,-0.016838958290651955,-0.011805754709802887,-0.008313960164085706,0.008941336241612988,0.024174491878301414,-0.005723777562051249,0.02032341629542247,0.005004142824549523,0.0005810080229516235,-0.0051657832863799885,0.013527584686567135,-0.004027784575898983,-0.0005878293110698115,0.0014706068755128482,0.003140651806453037,-0.0012425937177982247,0.00233640978072615,0.0032075204280267175,-0.0008432308861622069,8.80039875672072e-05,0.0002129646501213892,-0.0014611912857776558,0.00029562369224196103,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386A,143712,-0.047737968557803705,0.030592505464344666,-0.04749074724777756,0.006366302310338652,-0.011953222233223933,0.021116786324796973,-0.03135041495747377,0.024369590288715406,-0.015530767699612993,-0.0029814509190116334,-0.02166719625379398,0.0005235148180042522,-0.007046442626239993,-0.012346196878722038,0.009303114213165046,-0.0005228607951895522,-0.008816451576654023,-0.010738825844334615,0.008773465169841493,0.005710007553165191,0.0043810981727206485,-0.002650134803771074,0.004151930380784226,0.006142375188719279,0.008647574280756827,0.005378896033129152,-0.0030671468061295726,0.006742680753554596,-0.003412702907058757,-0.0033493253879155484,-0.004697643736672952,-0.002727279300318906,-0.0009425598835316845,0.001211302872805688,0.0026554357756255744,-0.00023196335694821089,-0.002032007538128633,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386B,143713,-0.058025685401370444,0.02587774696449754,-0.00039578094715344214,-0.012622441873812413,-0.01720863128734999,0.03101098268336919,0.01820215639726331,-0.023945607002304012,-0.006536305182515467,0.003374440223509691,-0.0010415431399949991,-0.007942389851119091,0.001778824346962137,0.013653855204723576,0.004539568835955637,0.005732768793378732,0.0017763869907124132,0.0019318117477530646,0.00808202742164448,-0.000789499393860834,-0.009098290517829082,0.00576466857791557,0.0021808788254799867,0.0028410487808724727,0.0058430621381902175,0.004015409718011968,-0.0035992997883285247,0.003906958802258107,0.0020132139808721238,-0.008252820454614847,0.002412373150712276,0.00048141057830075194,0.0007706191381075184,-0.006319261844815513,-0.0011708654332282956,-0.00037752986038567366,-0.0006945762998252338,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479B,143716,0.08938512168541436,-0.07637452118044355,0.07262833144117391,-0.015202558031478948,0.06269019181895999,0.08407149204181744,-0.06458243187960178,0.03743665703320728,0.02318969600642392,-0.019155487626870697,-0.0012733148103939256,0.009766914861145387,0.008239312731360629,0.009883337288830413,0.027036515774900672,0.017898605355038455,-0.00838415639782523,0.011453518444655883,-0.0034797587836361424,-0.010687794063302756,0.005310309144294915,0.001447592956415752,-0.005810141241847073,0.00959350445612387,0.000363429942756409,0.005158009734938415,-0.0014705381617526759,-0.001374304135675818,0.000953013050167294,3.913214869989782e-05,0.0016316778402584162,-0.00039480873372360967,0.0008301817464244889,-0.00012965354493159946,-0.00010302682884485196,-2.860669866249106e-05,-0.00020370717312845682,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485A,143718,-0.08803608234069382,-0.0920917249392639,0.00022008029222733992,0.0566718231388731,0.0015402700004197233,0.027502047968860983,0.03330982859215918,-0.0077186217235862015,0.02064674612497545,-0.01703229961017675,-0.0062206980465726175,-0.00020304978317944443,-0.009545220691019457,0.008935854803895436,-0.005110090791897244,0.007816607847154013,0.002458130944673846,0.0012597325871889894,-0.006245071274751178,0.0018626603382203761,-0.0035979452807125153,0.005905324627547761,0.0039160060900627364,-0.0008094329360554522,-0.004214304122176583,-0.010404485174883828,0.0016821571766630552,-0.0004738348500924671,0.009070220758509249,0.0012579796410767587,-0.002656804585933901,0.00033169015750632747,0.001080574720561206,-0.0008970895739287857,-0.0009777580076129166,0.001078866837374073,-8.384114948393011e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
